Year,Film,Nominated AA,Nominated WGA BAS,Nominated WGA BOS,Nominated Baftas BD,Nominated CC BD,Nominated GG BActress Supp,Nominated GG BActor Supp,Nominated GG BActress Comedy/Musical,Nominated GG BActress Drama,Nominated GG BActor Comedy/Musical,Nominated GG BActor Drama,Nominated SAG BActor Supp,Nominated SAG BActress Supp,Nominated SAG BA,Nominated SAG BActress,Nominated GG SP,Nominated GG BD,Nominated GG BP Comedy/Musical,Nominated GG BP Drama,Nominated Baftas BP,Nominated CC BP,Nominated DGA,Nominated SAG Best Ensemble,Nominated PGA BP,IMDb Rating,Runtime (mins),Genres,Num. Votes(IMDb),Release Date (month/day/year)
2014(87th Annual Awards),About Last Night,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,100,"comedy, romance",16195,14/02/2014
2014(87th Annual Awards),Abuse of Weakness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,105,drama,528,06/09/2013
2014(87th Annual Awards),"Alexander and the Terrible, Horrible, No Good, Very Bad Day",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,81,"comedy, family",27974,09/10/2014
2014(87th Annual Awards),The Amazing Catfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,89,"comedy, drama",1154,10/08/2013
2014(87th Annual Awards),The Amazing Spider-Man 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,142,"action, adventure, fantasy, sci_fi",306729,10/04/2014
2014(87th Annual Awards),American Sniper,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7.3,133,"action, biography, drama, history, thriller, war",307028,11/11/2014
2014(87th Annual Awards),Annabelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,99,"horror, mystery",75008,29/09/2014
2014(87th Annual Awards),Archaeology of a Woman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,94,drama,15,21/04/2012
2014(87th Annual Awards),Are You Here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,114,"comedy, drama",10314,07/09/2013
2014(87th Annual Awards),At Middleton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,99,"comedy, romance",5714,17/05/2013
2014(87th Annual Awards),Awakened,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,107,"drama, mystery, thriller",254,18/10/2013
2014(87th Annual Awards),Bad Words,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,89,"comedy, drama",36588,06/09/2013
2014(87th Annual Awards),Begin Again,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,104,"drama, music",91649,07/09/2013
2014(87th Annual Awards),Belle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,104,"drama, romance",18298,08/09/2013
2014(87th Annual Awards),Better Living Through Chemistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,91,"comedy, drama",10630,14/03/2014
2014(87th Annual Awards),Beyond the Lights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,116,"drama, music",10432,06/09/2014
2014(87th Annual Awards),Bhopal: A Prayer for Rain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,96,"drama, history",1398,07/11/2014
2014(87th Annual Awards),Big Eyes,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,106,"biography, crime, drama, romance",50983,13/11/2014
2014(87th Annual Awards),Big Hero 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,102,"animation, action, adventure, comedy, family, sci_fi",254803,23/10/2014
2014(87th Annual Awards),Birdman or (The Unexpected Virtue of Ignorance),1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,7.8,119,"comedy, drama",370612,27/08/2014
2014(87th Annual Awards),Black or White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,121,drama,7333,06/09/2014
2014(87th Annual Awards),Blended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,117,"comedy, romance",82588,19/05/2014
2014(87th Annual Awards),Blood Ties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,127,"crime, drama, thriller",13835,20/05/2013
2014(87th Annual Awards),The Blue Room,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,76,"crime, thriller",1911,16/05/2014
2014(87th Annual Awards),Blue Ruin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,90,"crime, drama, thriller",38476,17/05/2013
2014(87th Annual Awards),The Book of Life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,95,"animation, adventure, comedy, family, fantasy, romance",42515,03/10/2014
2014(87th Annual Awards),The Boxtrolls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,96,"animation, adventure, comedy, family, fantasy",38696,31/08/2014
2014(87th Annual Awards),Boyhood,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,8,165,drama,254492,19/01/2014
2014(87th Annual Awards),Brick Mansions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,90,"action, crime, drama, thriller",30549,23/04/2014
2014(87th Annual Awards),Bridge and Tunnel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,95,"comedy, drama, romance",44,30/05/2014
2014(87th Annual Awards),Brush with Danger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,90,"action, drama, thriller",139,19/09/2014
2014(87th Annual Awards),By the Gun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,110,"crime, drama, thriller",1954,28/09/2014
2014(87th Annual Awards),Cake,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.5,102,drama,25361,08/09/2014
2014(87th Annual Awards),Calvary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,102,"crime, drama",39242,19/01/2014
2014(87th Annual Awards),Captain America: The Winter Soldier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,136,"action, adventure, sci_fi",451813,13/03/2014
2014(87th Annual Awards),Cesar Chavez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,102,biography,2425,12/02/2014
2014(87th Annual Awards),Cheatin’,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,76,"animation, comedy, drama, romance",434,11/10/2013
2014(87th Annual Awards),Chef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,114,"comedy, drama",131050,07/03/2014
2014(87th Annual Awards),Christmas Ride,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,108,"comedy, drama, family",7,29/10/2013
2014(87th Annual Awards),Closed Curtain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,106,drama,672,12/02/2013
2014(87th Annual Awards),Copenhagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,98,"adventure, drama, romance",6415,17/01/2014
2014(87th Annual Awards),Dawn of the Planet of the Apes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,130,"action, adventure, drama, sci_fi",304896,26/06/2014
2014(87th Annual Awards),Dear White People,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,108,"comedy, drama",17670,18/01/2014
2014(87th Annual Awards),Deliver Us from Evil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,118,"horror, mystery, thriller",52006,24/06/2014
2014(87th Annual Awards),Devil’s Due,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,89,"horror, mystery",13523,16/01/2014
2014(87th Annual Awards),Devil’s Knot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,114,"biography, crime, drama, thriller",13112,08/09/2013
2014(87th Annual Awards),Difret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,99,"biography, crime, drama, history",565,18/01/2014
2014(87th Annual Awards),The Disappearance of Eleanor Rigby: Them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,123,drama,7631,17/05/2014
2014(87th Annual Awards),Divergent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,139,"adventure, mystery, sci_fi",324932,18/03/2014
2014(87th Annual Awards),Dolphin Tale 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,107,"drama, family",5708,11/09/2014
2014(87th Annual Awards),Dom Hemingway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,93,"comedy, crime, drama",20322,08/09/2013
2014(87th Annual Awards),The Double,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,93,"comedy, drama, thriller",32488,07/09/2013
2014(87th Annual Awards),Dracula Untold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,92,"action, drama, fantasy, horror, war",131570,30/09/2014
2014(87th Annual Awards),Draft Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,110,"drama, sport",37190,11/04/2014
2014(87th Annual Awards),The Drop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,106,"crime, drama",100165,05/09/2014
2014(87th Annual Awards),Dumb and Dumber To,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,109,comedy,92847,07/11/2014
2014(87th Annual Awards),Earth to Echo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,91,"adventure, family, sci_fi",15060,14/06/2014
2014(87th Annual Awards),Edge of Tomorrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,113,"action, adventure, sci_fi",408941,28/05/2014
2014(87th Annual Awards),Elsa & Fred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,97,"comedy, drama, romance",1845,07/03/2014
2014(87th Annual Awards),The Empty Hours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,101,"drama, romance",361,27/09/2013
2014(87th Annual Awards),Endless Love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,104,"drama, romance",29593,12/02/2014
2014(87th Annual Awards),The Equalizer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,132,"action, crime, thriller",218680,07/09/2014
2014(87th Annual Awards),Exodus: Gods and Kings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,150,"action, adventure, drama",122852,03/12/2014
2014(87th Annual Awards),The Expendables 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,126,"action, adventure, thriller",121517,04/08/2014
2014(87th Annual Awards),The Face of Love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,92,"drama, romance",3146,12/09/2013
2014(87th Annual Awards),Fading Gigolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,90,comedy,18643,07/09/2013
2014(87th Annual Awards),The Fault in Our Stars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,126,"drama, romance",235796,16/05/2014
2014(87th Annual Awards),A Five Star Life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,85,drama,1194,24/04/2013
2014(87th Annual Awards),Force Majeure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,120,"comedy, drama",26453,18/05/2014
2014(87th Annual Awards),Fort Bliss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,116,"drama, war",1818,29/04/2014
2014(87th Annual Awards),Foxcatcher,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,7,134,"biography, drama, sport",101196,19/05/2014
2014(87th Annual Awards),Frank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,95,"comedy, drama, music",49753,17/01/2014
2014(87th Annual Awards),Frank Miller’s Sin City: A Dame to Kill For,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,102,"crime, thriller",104171,19/08/2014
2014(87th Annual Awards),Freezer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,91,"action, thriller",2490,17/01/2014
2014(87th Annual Awards),Fury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,134,"action, drama, war",287151,15/10/2014
2014(87th Annual Awards),The Gambler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,111,"crime, drama, thriller",46221,10/11/2014
2014(87th Annual Awards),The German Doctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,93,"drama, history, thriller",4029,21/05/2013
2014(87th Annual Awards),Get on Up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,139,"biography, drama, music",14955,01/08/2014
2014(87th Annual Awards),Giovanni’s Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,102,"animation, drama, history",784,22/02/2014
2014(87th Annual Awards),Girl on a Bicycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,101,"comedy, drama, romance",1527,07/03/2013
2014(87th Annual Awards),The Giver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,97,"drama, romance, sci_fi",81370,11/08/2014
2014(87th Annual Awards),God Help the Girl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,112,"drama, musical, romance",6040,18/01/2014
2014(87th Annual Awards),God’s Pocket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,88,"crime, drama",7038,17/01/2014
2014(87th Annual Awards),Godzilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,123,"action, adventure, sci_fi, thriller",292809,08/05/2014
2014(87th Annual Awards),Gone Girl,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,8.1,149,"crime, drama, mystery, thriller",535896,26/09/2014
2014(87th Annual Awards),Goodbye World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,99,"comedy, drama",5166,15/06/2013
2013(86th Annual Awards),About Time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,123,"drama, fantasy, romance",191454,27/06/2013
2013(86th Annual Awards),Admission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,107,"comedy, drama, romance",27894,22/03/2013
2013(86th Annual Awards),After Earth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,100,"action, adventure, sci_fi",154451,01/05/2013
2013(86th Annual Awards),Afternoon Delight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,98,"comedy, drama",7048,21/01/2013
2013(86th Annual Awards),Ain’t Them Bodies Saints,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,96,"crime, drama, romance",15314,20/01/2013
2013(86th Annual Awards),All Is Lost,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,106,"action, adventure, drama",57567,22/05/2013
2013(86th Annual Awards),Alone Yet Not Alone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,103,history,419,27/09/2013
2013(86th Annual Awards),American Hustle,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,7.3,138,"crime, drama",348233,12/12/2013
2013(86th Annual Awards),Anchorman 2: The Legend Continues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,119,comedy,126038,24/11/2013
2013(86th Annual Awards),At Any Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,105,"drama, thriller",5324,31/08/2012
2013(86th Annual Awards),August: Osage County,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.3,121,drama,65318,09/09/2013
2013(86th Annual Awards),Augustine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,102,drama,999,19/05/2012
2013(86th Annual Awards),Austenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,97,"comedy, romance",14184,18/01/2013
2013(86th Annual Awards),Baggage Claim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,96,comedy,6843,27/09/2013
2013(86th Annual Awards),Ballad of Rustom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,117,drama,12,2012
2013(86th Annual Awards),Battle of the Year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,110,music,7699,19/09/2013
2013(86th Annual Awards),Beautiful Creatures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,124,"drama, fantasy, romance",65468,13/02/2013
2013(86th Annual Awards),Before Midnight,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,109,"drama, romance",90664,20/01/2013
2013(86th Annual Awards),The Best Man Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,123,"comedy, drama",11322,15/11/2013
2013(86th Annual Awards),The Big Wedding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,89,comedy,36354,25/04/2013
2013(86th Annual Awards),Black Nativity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,93,"drama, family, music, musical",1593,27/11/2013
2013(86th Annual Awards),The Bling Ring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,90,"biography, crime, drama",65539,16/05/2013
2013(86th Annual Awards),Blue Caprice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,93,"biography, crime, drama",4436,19/01/2013
2013(86th Annual Awards),Blue Is the Warmest Color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,180,"drama, romance",86701,23/05/2013
2013(86th Annual Awards),Blue Jasmine,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7.3,98,drama,144365,26/07/2013
2013(86th Annual Awards),The Book Thief,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,131,"drama, war",94974,03/10/2013
2013(86th Annual Awards),The Broken Circle Breakdown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,111,"drama, music, romance",28147,10/10/2012
2013(86th Annual Awards),Broken City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,109,"crime, drama, thriller",62116,18/01/2013
2013(86th Annual Awards),Bullet to the Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,92,"action, crime, thriller",38358,14/11/2012
2013(86th Annual Awards),The Butterfly’s Dream,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,138,"biography, drama, history, romance",12387,21/02/2013
2013(86th Annual Awards),The Call,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,94,"crime, thriller",85420,14/03/2013
2013(86th Annual Awards),Captain Phillips,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,7.9,134,"biography, drama, thriller",313371,27/09/2013
2013(86th Annual Awards),Carrie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,100,"drama, horror",104618,07/10/2013
2013(86th Annual Awards),Cleaver’s Destiny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,92,drama,7,27/09/2013
2013(86th Annual Awards),Closed Circuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,96,"crime, drama, mystery, thriller",16760,28/08/2013
2013(86th Annual Awards),The Company You Keep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,125,"drama, thriller",25410,06/09/2012
2013(86th Annual Awards),The Conjuring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,112,horror,276828,08/06/2013
2013(86th Annual Awards),Copperhead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,120,drama,631,28/06/2013
2013(86th Annual Awards),The Counselor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,117,"crime, drama, thriller",78501,03/10/2013
2013(86th Annual Awards),The Croods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,98,"animation, adventure, comedy, family, fantasy",144631,15/02/2013
2013(86th Annual Awards),Dallas Buyers Club,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,8,117,"biography, drama",313273,07/09/2013
2013(86th Annual Awards),Dancing on a Dry Salt Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,123,comedy,37,18/12/2013
2013(86th Annual Awards),Dead Man Down,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,118,"action, crime, drama, thriller",52817,08/03/2013
2013(86th Annual Awards),Delivery Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,105,"comedy, drama",57447,21/11/2013
2013(86th Annual Awards),Despicable Me 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,98,"animation, comedy, family",275271,16/06/2013
2013(86th Annual Awards),Diana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,113,"biography, drama, romance",14075,05/09/2013
2013(86th Annual Awards),Disconnect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,115,"drama, thriller",59113,11/09/2012
2013(86th Annual Awards),Don Jon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,90,"comedy, drama, romance",184808,18/01/2013
2013(86th Annual Awards),Drinking Buddies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,90,"comedy, drama, romance",44312,22/01/2013
2013(86th Annual Awards),The East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,116,"drama, thriller",40745,20/01/2013
2013(86th Annual Awards),Elysium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,109,"action, drama, sci_fi, thriller",325458,07/08/2013
2013(86th Annual Awards),Emperor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,105,"drama, history",10097,14/09/2012
2013(86th Annual Awards),Ender’s Game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,114,"action, sci_fi",178902,24/10/2013
2013(86th Annual Awards),Enough Said,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.1,93,"comedy, drama, romance",47705,07/09/2013
2013(86th Annual Awards),Ernest & Celestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,80,"animation, comedy, crime, drama, family",11237,23/05/2012
2013(86th Annual Awards),Escape from Planet Earth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,89,"animation, adventure, comedy, family, sci_fi",19986,15/02/2013
2013(86th Annual Awards),Escape from Tomorrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,90,"fantasy, horror",7085,18/01/2013
2013(86th Annual Awards),Escape Plan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,115,"action, mystery, thriller",172067,18/07/2013
2013(86th Annual Awards),Everybody Has a Plan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,118,"crime, drama",1408,30/08/2012
2013(86th Annual Awards),Evil Dead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,91,"fantasy, horror",121064,08/03/2013
