Year,Film,Nominated AA,Nominated WGA BAS,Nominated WGA BOS,Nominated Baftas BD,Nominated CC BD,Nominated GG BActress Supp,Nominated GG BActor Supp,Nominated GG BActress Comedy/Musical,Nominated GG BActress Drama,Nominated GG BActor Comedy/Musical,Nominated GG BActor Drama,Nominated SAG BActor Supp,Nominated SAG BActress Supp,Nominated SAG BA,Nominated SAG BActress,Nominated GG SP,Nominated GG BD,Nominated GG BP Comedy/Musical,Nominated GG BP Drama,Nominated Baftas BP,Nominated CC BP,Nominated DGA,Nominated SAG Best Ensemble,Nominated PGA BP,IMDb Rating,Runtime (mins),Genres,Num. Votes(IMDb),Release Date (month/day/year)
2013(86th Annual Awards),The Fall of 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90,drama,0,15/11/2013
2013(86th Annual Awards),The Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,111,"comedy, crime, thriller",85203,10/09/2013
2013(86th Annual Awards),Fast & Furious 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,130,"action, crime, thriller",292125,07/05/2013
2013(86th Annual Awards),The Fifth Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,128,"biography, drama, thriller",28018,05/09/2013
2013(86th Annual Awards),Fill the Void,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,90,drama,2760,NA
2013(86th Annual Awards),Filly Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,80,"drama, music",888,20/01/2012
2013(86th Annual Awards),47 Ronin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,128,"action, adventure, drama, fantasy",113288,06/12/2013
2013(86th Annual Awards),Frances Ha,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,86,"comedy, drama, romance",41682,01/09/2012
2013(86th Annual Awards),Free Birds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,91,"animation, adventure, comedy, family",17531,21/10/2013
2013(86th Annual Awards),Frozen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,102,"animation, adventure, comedy, family, fantasy, musical",402775,10/11/2013
2013(86th Annual Awards),Fruitvale Station,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,85,"biography, drama, romance",50661,19/01/2013
2013(86th Annual Awards),Gangster Squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,113,"action, crime, drama, thriller",170080,07/01/2013
2013(86th Annual Awards),Gimme Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,101,drama,6171,17/10/2013
2013(86th Annual Awards),Gimme the Loot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,79,"comedy, crime, drama",1733,10/03/2012
2013(86th Annual Awards),Girl Most Likely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,103,comedy,11967,07/09/2012
2013(86th Annual Awards),Girls Against Boys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,93,"drama, horror, thriller",2609,09/03/2012
2013(86th Annual Awards),Gloria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,110,"comedy, drama",5742,10/02/2013
2013(86th Annual Awards),Go for Sisters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,123,"crime, drama, thriller",351,11/03/2013
2013(86th Annual Awards),A Good Day to Die Hard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,98,"action, crime, thriller",161495,06/02/2013
2013(86th Annual Awards),Grace Unplugged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,102,"drama, music",2495,04/10/2013
2013(86th Annual Awards),The Grandmaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,130,"action, biography, drama",23800,08/01/2013
2013(86th Annual Awards),Gravity,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,7.8,91,"sci_fi, thriller",561961,28/08/2013
2013(86th Annual Awards),The Great Beauty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,141,drama,52636,21/05/2013
2013(86th Annual Awards),The Great Gatsby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,143,"drama, romance",351107,01/05/2013
2013(86th Annual Awards),Grown Ups 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,101,comedy,103823,11/07/2013
2013(86th Annual Awards),Grudge Match,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,113,"comedy, sport",44890,16/12/2013
2013(86th Annual Awards),The Hangover Part III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,100,"comedy, crime",214304,20/05/2013
2013(86th Annual Awards),Hannah Arendt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113,"biography, drama",7135,11/09/2012
2013(86th Annual Awards),Hansel & Gretel Witch Hunters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,88,"action, fantasy, horror",154791,17/01/2013
2013(86th Annual Awards),A Haunted House,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,86,"comedy, fantasy",33473,11/01/2013
2013(86th Annual Awards),Haute Cuisine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,95,"biography, comedy",4036,26/08/2012
2013(86th Annual Awards),The Heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,117,"action, comedy, crime",127305,23/06/2013
2013(86th Annual Awards),Her,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,8,126,"drama, romance, sci_fi",337317,12/10/2013
2013(86th Annual Awards),The Hobbit: The Desolation of Smaug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,161,"adventure, fantasy",465020,02/12/2013
2013(86th Annual Awards),Homefront,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,100,"action, crime, drama, thriller",79556,27/11/2013
2013(86th Annual Awards),The Host,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,125,"action, adventure, romance, sci_fi, thriller",89931,22/03/2013
2013(86th Annual Awards),Hours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,97,"drama, thriller",21906,10/03/2013
2013(86th Annual Awards),How I Live Now,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,101,"drama, romance, thriller",20399,10/09/2013
2013(86th Annual Awards),How Sweet It Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,104,musical,36,10/05/2013
2013(86th Annual Awards),The Hunger Games: Catching Fire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,146,"adventure, sci_fi, thriller",481700,11/11/2013
2013(86th Annual Awards),The Hunt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,115,drama,159550,20/05/2012
2013(86th Annual Awards),I’m So Excited!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,90,comedy,16148,08/03/2013
2013(86th Annual Awards),I Spit on Your Grave 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,106,"crime, horror",17429,25/08/2013
2013(86th Annual Awards),I Used to Be Darker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,89,"drama, music",708,19/01/2013
2013(86th Annual Awards),The Iceman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,106,"biography, crime, drama",53381,30/08/2012
2013(86th Annual Awards),Identity Thief,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,111,"comedy, crime",93329,07/02/2013
2013(86th Annual Awards),The Impaler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,86,"action, horror, thriller",546,31/10/2013
2013(86th Annual Awards),In a World . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,93,comedy,25064,20/01/2013
2013(86th Annual Awards),The Incredible Burt Wonderstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,100,comedy,59348,08/03/2013
2013(86th Annual Awards),The Inevitable Defeat of Mister & Pete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,108,drama,3992,25/01/2013
2013(86th Annual Awards),Inside Llewyn Davis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7.4,104,"drama, music",91444,19/05/2013
2013(86th Annual Awards),Insidious: Chapter 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,106,"fantasy, horror, thriller",102486,13/09/2013
2013(86th Annual Awards),Instructions Not Included,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,115,"comedy, drama",21259,30/08/2013
2013(86th Annual Awards),The Internship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,119,comedy,155708,29/05/2013
2013(86th Annual Awards),The Invisible Woman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,111,"biography, drama, history, romance",6585,31/08/2013
2013(86th Annual Awards),Iron Man 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,130,"action, adventure, sci_fi",530898,18/04/2013
2013(86th Annual Awards),Jayne Mansfield’s Car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,122,drama,2144,13/02/2012
2013(86th Annual Awards),Jewtopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,90,"comedy, romance",1084,26/04/2012
2013(86th Annual Awards),Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,128,"biography, drama",74000,25/01/2013
2013(86th Annual Awards),Khumba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,85,"animation, adventure, family",3812,08/09/2013
2013(86th Annual Awards),Kick-Ass 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,103,"action, comedy, crime",194639,14/08/2013
2013(86th Annual Awards),Kill Your Darlings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,104,"biography, drama, romance, thriller",24357,18/01/2013
2013(86th Annual Awards),The Kings of Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,95,"adventure, comedy, drama",57751,19/01/2013
2013(86th Annual Awards),L. A. Superheroes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,81,"comedy, drama",6,01/02/2013
2013(86th Annual Awards),Labor Day,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,111,drama,30445,30/08/2013
2013(86th Annual Awards),The Last Exorcism Part II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,88,"drama, horror, thriller",13184,28/02/2013
2013(86th Annual Awards),The Last Stand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,107,"action, crime, thriller",111983,12/01/2013
2013(86th Annual Awards),Last Vegas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,105,"comedy, romance",103725,31/10/2013
2013(86th Annual Awards),The Legend of Sarila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,80,"animation, adventure, family",482,01/03/2013
2013(86th Annual Awards),Live at the Foxes Den,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,103,drama,93,06/12/2013
2013(86th Annual Awards),The Lone Ranger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,149,"action, adventure, western",176628,22/06/2013
2013(86th Annual Awards),Lone Survivor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,121,"action, biography, drama, thriller, war",195117,12/11/2013
2013(86th Annual Awards),The Lords of Salem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,101,"horror, thriller",19530,10/09/2012
2013(86th Annual Awards),Lore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,109,"drama, romance, thriller, war",10725,09/06/2012
2013(86th Annual Awards),Love Is All You Need,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,116,"comedy, romance",9417,02/09/2012
2013(86th Annual Awards),Lovelace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,93,"biography, drama",29637,22/01/2013
2013(86th Annual Awards),Machete Kills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,107,"action, comedy, crime, thriller",57039,19/09/2013
2013(86th Annual Awards),Mama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100,"fantasy, horror",129473,17/01/2013
2013(86th Annual Awards),Man of Steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,143,"action, adventure, fantasy, sci_fi",509054,10/06/2013
2013(86th Annual Awards),Mandela: Long Walk to Freedom,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,141,"biography, drama, history",20382,07/09/2013
2013(86th Annual Awards),Mental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,116,"comedy, drama",4073,18/08/2012
2013(86th Annual Awards),Metallica Through the Never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,93,music,12890,09/09/2013
2013(86th Annual Awards),Monsters University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,104,"animation, adventure, comedy, family, fantasy",223684,08/06/2013
2013(86th Annual Awards),The Mortal Instruments: City of Bones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,130,"fantasy, horror, mystery, romance",103770,12/08/2013
2013(86th Annual Awards),Movie 43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,94,comedy,76629,01/01/2013
2013(86th Annual Awards),Much Ado About Nothing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,109,"comedy, drama, romance",13633,08/09/2012
2013(86th Annual Awards),Mud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,130,drama,130117,26/05/2012
2013(86th Annual Awards),Nebraska,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,7.8,115,"adventure, comedy, drama",88274,23/05/2013
2013(86th Annual Awards),No One Lives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,86,"horror, thriller",12873,08/09/2012
2013(86th Annual Awards),Nothing Left to Fear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,100,horror,3834,26/09/2013
2013(86th Annual Awards),Now You See Me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,115,"crime, mystery, thriller",415813,21/05/2013
2013(86th Annual Awards),Oblivion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,124,"action, adventure, mystery, sci_fi",374030,26/03/2013
2013(86th Annual Awards),Officer Down,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,98,"crime, drama",4461,18/01/2013
2013(86th Annual Awards),Oldboy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,104,"action, drama, mystery, thriller",48906,11/11/2013
2013(86th Annual Awards),Olympus Has Fallen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,119,"action, thriller",192320,18/03/2013
2013(86th Annual Awards),One Chance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,103,"biography, comedy, drama, music",7201,09/09/2013
2013(86th Annual Awards),Only God Forgives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,90,"crime, drama",79319,22/05/2013
2013(86th Annual Awards),Out of the Furnace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,116,"crime, drama, thriller",80164,09/11/2013
2013(86th Annual Awards),Oz the Great and Powerful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,130,"adventure, family, fantasy",171972,14/02/2013
2013(86th Annual Awards),Pacific Rim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,131,"action, adventure, sci_fi",368307,01/07/2013
2013(86th Annual Awards),The Package,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,95,"action, crime, thriller",2983,09/02/2013
2013(86th Annual Awards),Pain & Gain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,129,"comedy, crime, drama",156597,11/04/2013
2013(86th Annual Awards),Paradise: Love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,120,drama,5846,18/05/2012
2013(86th Annual Awards),Parkland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,93,"drama, history, mystery, thriller",11282,01/09/2013
2013(86th Annual Awards),The Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,130,"drama, mystery",31968,17/05/2013
2013(86th Annual Awards),The Patience Stone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,102,"drama, war",3149,09/09/2012
2013(86th Annual Awards),Pawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,88,"crime, mystery, thriller",5668,19/04/2013
2013(86th Annual Awards),Pawn Shop Chronicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,112,"action, comedy, crime",8286,12/07/2013
2013(86th Annual Awards),Peeples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,95,"comedy, romance",3995,10/05/2013
2013(86th Annual Awards),Percy Jackson: Sea of Monsters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,106,"adventure, family, fantasy",83630,07/08/2013
2013(86th Annual Awards),Philomena,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,7.6,98,"biography, drama",73445,31/08/2013
2013(86th Annual Awards),The Place Beyond the Pines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,140,"crime, drama, thriller",181289,07/09/2012
2013(86th Annual Awards),Planes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,91,"animation, adventure, comedy, family",34130,05/08/2013
2013(86th Annual Awards),Populaire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,111,"comedy, romance, sport",8397,17/11/2012
2013(86th Annual Awards),Prince Avalanche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,94,"comedy, drama",15302,20/01/2013
2013(86th Annual Awards),Prisoners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,153,"crime, drama, mystery, thriller",362548,30/08/2013
2013(86th Annual Awards),The Purge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,85,"horror, thriller",128114,02/05/2013
2013(86th Annual Awards),R. I. P. D.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,96,"action, comedy, fantasy",88352,17/07/2013
2013(86th Annual Awards),Reaching for the Moon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,118,"biography, drama, romance",1786,09/02/2013
2013(86th Annual Awards),Red 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,116,"action, comedy, crime, thriller",120358,18/07/2013
2013(86th Annual Awards),Redemption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100,"action, crime, drama",49889,15/04/2013
2013(86th Annual Awards),Renoir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,111,"biography, drama, history, romance",3505,25/05/2012
2013(86th Annual Awards),Riddick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,119,"action, sci_fi, thriller",121215,04/09/2013
2013(86th Annual Awards),Rio 2096—A Story of Love and Fury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,98,"animation, adventure, drama, fantasy, history, romance, sci_fi",788,07/03/2013
2013(86th Annual Awards),Runner Runner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,88,"crime, thriller",50636,18/09/2013
2013(86th Annual Awards),Rush,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8.2,123,"action, biography, drama, sport",297109,02/09/2013
2013(86th Annual Awards),Safe Haven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,115,"drama, romance, thriller",74248,13/02/2013
2013(86th Annual Awards),The Sapphires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,103,"biography, comedy, drama, music, musical",10234,19/05/2012
2013(86th Annual Awards),Saving Mr. Banks,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,7.5,125,"biography, comedy, drama, history, music",113800,20/10/2013
2013(86th Annual Awards),The Secret Life of Walter Mitty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,114,"adventure, comedy, drama, fantasy",228404,05/10/2013
2013(86th Annual Awards),Shadow Dancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,101,"drama, thriller",9683,24/01/2012
2013(86th Annual Awards),Short Term 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,96,drama,50714,10/03/2013
2013(86th Annual Awards),Side Effects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,106,"crime, drama, thriller",144462,08/02/2013
2013(86th Annual Awards),A Single Shot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,116,"crime, drama, thriller",8087,09/02/2013
2013(86th Annual Awards),The Smurfs 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,105,"animation, adventure, comedy, family, fantasy",26257,28/07/2013
2013(86th Annual Awards),Snitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,112,"action, drama, thriller",62997,21/02/2013
2013(86th Annual Awards),Specific Intent 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,thriller,0,13/12/2013
2013(86th Annual Awards),The Spectacular Now,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,95,"comedy, drama, romance",98459,18/01/2013
2013(86th Annual Awards),Spring Breakers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,94,"crime, drama",105361,05/09/2012
2013(86th Annual Awards),Star Trek into Darkness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,132,"action, adventure, sci_fi",381806,02/05/2013
2013(86th Annual Awards),Still Mine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,102,drama,2879,10/09/2012
2013(86th Annual Awards),Stoker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,99,"drama, thriller",82347,20/01/2013
2013(86th Annual Awards),Thanks for Sharing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,112,"comedy, drama",19089,08/09/2012
2013(86th Annual Awards),This Is Martin Bonner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,83,drama,721,20/01/2013
2013(86th Annual Awards),This Is the End,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107,"comedy, fantasy",300564,03/06/2013
2013(86th Annual Awards),Thor: The Dark World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,112,"action, adventure, fantasy",390446,30/10/2013
